beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id
"Kentucky Breakfast Stout (KBS)","Founders Brewing Co.","Stout - American Imperial / Double",11.8,70,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.5,"2013-04-18 18:29:49",https://untappd.com/c/27902806,https://untappd.com/beer/9681,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,27902806,9681,549
"Stone Sublimely Self-Righteous Black IPA","Stone Brewing","IPA - Imperial / Double Black",8.7,90,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-04-18 19:24:15",https://untappd.com/c/27910397,https://untappd.com/beer/5659,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,27910397,5659,1204
"Two Hearted Ale","Bell's Brewery","IPA - American",7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-18 20:37:30",https://untappd.com/c/27922847,https://untappd.com/beer/4133,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,27922847,4133,2507
"Two Hearted Ale","Bell's Brewery","IPA - American",7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-18 21:30:25",https://untappd.com/c/27931975,https://untappd.com/beer/4133,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,27931975,4133,2507
"Stone Enjoy By 05.17.13 IPA","Stone Brewing","IPA - Imperial / Double",9.4,88,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.5,"2013-04-25 18:31:57",https://untappd.com/c/28546298,https://untappd.com/beer/324982,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,28546298,324982,1204
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"Justin's Cafe",Washington,D.C.,"United States",38.8778,-77.0061,4,"2013-04-26 18:06:17",https://untappd.com/c/28640206,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,28640206,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"Justin's Cafe",Washington,D.C.,"United States",38.8778,-77.0061,4,"2013-04-26 18:32:31",https://untappd.com/c/28644497,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,28644497,3979,4339
"Scrimshaw Pilsner","North Coast Brewing Company","Pilsner - German",4.7,22,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-26 22:08:58",https://untappd.com/c/28693459,https://untappd.com/beer/4170,https://untappd.com/brewery/919,"United States","Fort Bragg",CA,,,,28693459,4170,919
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-04-27 01:01:44",https://untappd.com/c/28722915,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,28722915,4508,3880
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-04-27 01:02:13",https://untappd.com/c/28722943,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,28722943,4508,3880
"Edmund Fitzgerald","Great Lakes Brewing Company","Porter - American",6,37,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-04-29 19:03:58",https://untappd.com/c/29020676,https://untappd.com/beer/12049,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,29020676,12049,3125
"Monkey Fist IPA","Shipyard Brewing Company","IPA - American",6,68,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-04-29 19:18:13",https://untappd.com/c/29022123,https://untappd.com/beer/128855,https://untappd.com/brewery/2392,"United States",Portland,ME,,,,29022123,128855,2392
"Steep Trail Amber Ale","Black Diamond Brewing Company","Red Ale - American Amber / Red",5.7,18,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-29 19:39:23",https://untappd.com/c/29024394,https://untappd.com/beer/32335,https://untappd.com/brewery/2267,"United States",Concord,CA,,,,29024394,32335,2267
"Scrimshaw Pilsner","North Coast Brewing Company","Pilsner - German",4.7,22,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-29 20:03:35",https://untappd.com/c/29027098,https://untappd.com/beer/4170,https://untappd.com/brewery/919,"United States","Fort Bragg",CA,,,,29027098,4170,919
"Scrimshaw Pilsner","North Coast Brewing Company","Pilsner - German",4.7,22,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-04-29 20:19:18",https://untappd.com/c/29028873,https://untappd.com/beer/4170,https://untappd.com/brewery/919,"United States","Fort Bragg",CA,,,,29028873,4170,919
"Dark Abby","Devils Backbone Brewing Company","Belgian Dubbel",7.5,18,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-05-02 18:20:06",https://untappd.com/c/29220971,https://untappd.com/beer/303060,https://untappd.com/brewery/4939,"United States",Roseland,VA,,,,29220971,303060,4939
"Scrimshaw Pilsner","North Coast Brewing Company","Pilsner - German",4.7,22,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-02 21:59:16",https://untappd.com/c/29256175,https://untappd.com/beer/4170,https://untappd.com/brewery/919,"United States","Fort Bragg",CA,,,,29256175,4170,919
"Indian Brown","Dogfish Head Craft Brewery","IPA - Brown",7.2,50,,,,,,,,4,"2013-05-04 18:40:34",https://untappd.com/c/29482955,https://untappd.com/beer/4013,https://untappd.com/brewery/459,"United States",Milton,DE,,,,29482955,4013,459
"Samuel Adams Summer Ale","Boston Beer Company","Pale Wheat Ale - American",5.3,7,,,,,,,,3.5,"2013-05-04 18:40:52",https://untappd.com/c/29483114,https://untappd.com/beer/3916,https://untappd.com/brewery/157,"United States",Boston,MA,,,,29483114,3916,157
"HopDevil IPA","Victory Brewing Company","IPA - American",6.7,50,,,,,,,,3,"2013-05-04 18:41:31",https://untappd.com/c/29483249,https://untappd.com/beer/3832,https://untappd.com/brewery/1326,"United States",Downingtown,PA,,,,29483249,3832,1326
"Two Hearted Ale","Bell's Brewery","IPA - American",7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-06 18:54:07",https://untappd.com/c/29711307,https://untappd.com/beer/4133,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,29711307,4133,2507
"Big Black Wit","Flying Dog Brewery",Witbier,7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-09 18:33:16",https://untappd.com/c/29913944,https://untappd.com/beer/270756,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,29913944,270756,540
"Superfuzz Blood Orange Pale","Elysian Brewing Company","Pale Ale - American",6.4,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-09 18:45:45",https://untappd.com/c/29915513,https://untappd.com/beer/360414,https://untappd.com/brewery/7294,"United States",Seattle,WA,,,,29915513,360414,7294
"Coconut Hiwa Porter","Maui Brewing Company","Porter - American",6,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-09 19:17:06",https://untappd.com/c/29919720,https://untappd.com/beer/5383,https://untappd.com/brewery/836,"United States",Kihei,HI,,,,29919720,5383,836
"Samuel Adams Whitewater IPA","Boston Beer Company","IPA - White",5.8,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-09 19:34:43",https://untappd.com/c/29922550,https://untappd.com/beer/92859,https://untappd.com/brewery/157,"United States",Boston,MA,,,,29922550,92859,157
"Samuel Adams Whitewater IPA","Boston Beer Company","IPA - White",5.8,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-09 19:49:40",https://untappd.com/c/29924988,https://untappd.com/beer/92859,https://untappd.com/brewery/157,"United States",Boston,MA,,,,29924988,92859,157
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-05-09 21:53:42",https://untappd.com/c/29947037,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,29947037,4508,3880
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-05-09 22:10:15",https://untappd.com/c/29949639,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,29949639,4508,3880
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-16 18:49:25",https://untappd.com/c/30613958,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,30613958,48698,2169
"West Coast IPA (-2013)","Green Flash Brewing Company","IPA - American",7.3,95,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-16 21:03:35",https://untappd.com/c/30640708,https://untappd.com/beer/6373,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,30640708,6373,609
"El Hefe Speaks","DC Brau Brewing Company",Hefeweizen,5.2,11,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-16 21:05:24",https://untappd.com/c/30641071,https://untappd.com/beer/75416,https://untappd.com/brewery/10489,"United States",Washington,DC,,,,30641071,75416,10489
"El Hefe Speaks","DC Brau Brewing Company",Hefeweizen,5.2,11,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-16 21:05:41",https://untappd.com/c/30641146,https://untappd.com/beer/75416,https://untappd.com/brewery/10489,"United States",Washington,DC,,,,30641146,75416,10489
"Stone IPA","Stone Brewing","IPA - American",6.9,71,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-16 21:06:44",https://untappd.com/c/30641393,https://untappd.com/beer/821,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,30641393,821,1204
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-16 21:16:08",https://untappd.com/c/30643360,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,30643360,48698,2169
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-16 22:01:54",https://untappd.com/c/30653074,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,30653074,48698,2169
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-16 22:34:08",https://untappd.com/c/30659314,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,30659314,48698,2169
"Double Take Pale Ale","Winery Exchange, World Brews","Pale Ale - American",5.3,0,,,,,,,,3,"2013-05-18 20:56:27",https://untappd.com/c/30938148,https://untappd.com/beer/186266,https://untappd.com/brewery/34528,"United States",Novato,CA,,,,30938148,186266,34528
"Double Take Belgian White","Winery Exchange, World Brews",Witbier,5.4,0,,,,,,,,3,"2013-05-18 21:20:37",https://untappd.com/c/30944505,https://untappd.com/beer/156655,https://untappd.com/brewery/34528,"United States",Novato,CA,,,,30944505,156655,34528
"John Henry 3 Lick Spiker Ale","Cold Spring Brewery","Strong Ale - American",9.1,0,,,,,,,,3.5,"2013-05-18 22:21:07",https://untappd.com/c/30960021,https://untappd.com/beer/10380,https://untappd.com/brewery/392,"United States","Cold Spring",MN,,,,30960021,10380,392
"Big Hugs (2011)","Half Acre Beer Company","Stout - American Imperial / Double",10,0,,,,,,,,3,"2013-05-18 22:48:59",https://untappd.com/c/30966586,https://untappd.com/beer/107959,https://untappd.com/brewery/1862,"United States",Chicago,IL,,,,30966586,107959,1862
"Warmer Winter Winter Warmer (2012)","Cigar City Brewing","Winter Warmer",11,0,,,,,,,,3,"2013-05-18 23:57:26",https://untappd.com/c/30979541,https://untappd.com/beer/255342,https://untappd.com/brewery/379,"United States",Tampa,FL,,,,30979541,255342,379
"Incubator 1","Evolution Craft Brewing Company","Blonde Ale - Belgian Blonde / Golden",0,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-20 19:04:44",https://untappd.com/c/31130476,https://untappd.com/beer/321832,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,31130476,321832,2169
Karma,"Avery Brewing Co.","Pale Ale - Belgian",5.4,10,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-20 19:10:48",https://untappd.com/c/31131194,https://untappd.com/beer/5632,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,31131194,5632,62
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-20 19:44:34",https://untappd.com/c/31135250,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,31135250,48698,2169
"Double Take Amber Ale","Winery Exchange, World Brews","Red Ale - American Amber / Red",5.1,0,,,,,,,,3,"2013-05-22 19:52:33",https://untappd.com/c/31275728,https://untappd.com/beer/54174,https://untappd.com/brewery/34528,"United States",Novato,CA,,,,31275728,54174,34528
"Double Take India Pale Ale","Winery Exchange, World Brews","IPA - American",6.9,0,,,,,,,,3,"2013-05-22 20:53:16",https://untappd.com/c/31285965,https://untappd.com/beer/53636,https://untappd.com/brewery/34528,"United States",Novato,CA,,,,31285965,53636,34528
"Brooklyn Silver Anniversary Lager","Brooklyn Brewery","Bock - Doppelbock",8.6,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-23 18:53:38",https://untappd.com/c/31350371,https://untappd.com/beer/314635,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,31350371,314635,259
Rampant,"New Belgium Brewing Company","IPA - Imperial / Double",8.5,85,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-23 19:07:16",https://untappd.com/c/31352359,https://untappd.com/beer/275839,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,31352359,275839,905
Karma,"Avery Brewing Co.","Pale Ale - Belgian",5.4,10,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-23 19:55:33",https://untappd.com/c/31360290,https://untappd.com/beer/5632,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,31360290,5632,62
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-23 19:55:53",https://untappd.com/c/31360397,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,31360397,36834,549
"Big Black Wit","Flying Dog Brewery",Witbier,7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-24 00:38:50",https://untappd.com/c/31405118,https://untappd.com/beer/270756,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,31405118,270756,540
"Vienna Lager","Devils Backbone Brewing Company","Lager - Vienna",5.2,18,,,,,,,,3,"2013-05-25 16:25:52",https://untappd.com/c/31605804,https://untappd.com/beer/18974,https://untappd.com/brewery/4939,"United States",Roseland,VA,,,,31605804,18974,4939
Karma,"Avery Brewing Co.","Pale Ale - Belgian",5.4,10,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-25 18:01:51",https://untappd.com/c/31626810,https://untappd.com/beer/5632,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,31626810,5632,62
"Slammin' Salmon Double IPA","Mad River Brewing Company","IPA - Imperial / Double",8.6,95,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2013-05-25 18:22:44",https://untappd.com/c/31632020,https://untappd.com/beer/18577,https://untappd.com/brewery/811,"United States","Blue Lake",CA,,,,31632020,18577,811
"Steelhead Extra Pale Ale","Mad River Brewing Company","Pale Ale - American",5.6,26,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-25 19:13:37",https://untappd.com/c/31644592,https://untappd.com/beer/23326,https://untappd.com/brewery/811,"United States","Blue Lake",CA,,,,31644592,23326,811
"Saison Diego","Green Flash Brewing Company","Saison / Farmhouse Ale",5,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-25 20:30:43",https://untappd.com/c/31664413,https://untappd.com/beer/55966,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,31664413,55966,609
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-25 20:31:53",https://untappd.com/c/31664740,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,31664740,36834,549
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-29 18:34:57",https://untappd.com/c/32073440,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,32073440,36834,549
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-29 18:51:16",https://untappd.com/c/32075368,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,32075368,36834,549
"Reissdorf Kölsch","Privat-Brauerei Heinrich Reissdorf ",Kölsch,4.8,21,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-29 19:15:06",https://untappd.com/c/32078459,https://untappd.com/beer/27194,https://untappd.com/brewery/7461,Germany,Köln,,,,,32078459,27194,7461
"Crystal Bitter Ale","No-Li Brewhouse","Extra Special / Strong Bitter",5.75,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-29 19:26:49",https://untappd.com/c/32080060,https://untappd.com/beer/34754,https://untappd.com/brewery/5128,"United States",Spokane,WA,,,,32080060,34754,5128
"Crystal Bitter Ale","No-Li Brewhouse","Extra Special / Strong Bitter",5.75,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-29 19:41:45",https://untappd.com/c/32082178,https://untappd.com/beer/34754,https://untappd.com/brewery/5128,"United States",Spokane,WA,,,,32082178,34754,5128
"Reissdorf Kölsch","Privat-Brauerei Heinrich Reissdorf ",Kölsch,4.8,21,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-29 20:14:43",https://untappd.com/c/32087112,https://untappd.com/beer/27194,https://untappd.com/brewery/7461,Germany,Köln,,,,,32087112,27194,7461
"Reissdorf Kölsch","Privat-Brauerei Heinrich Reissdorf ",Kölsch,4.8,21,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-05-30 18:29:32",https://untappd.com/c/32153472,https://untappd.com/beer/27194,https://untappd.com/brewery/7461,Germany,Köln,,,,,32153472,27194,7461
"Deviant Dale's","Oskar Blues Brewery","IPA - Imperial / Double",8,85,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-30 18:59:57",https://untappd.com/c/32157587,https://untappd.com/beer/11844,https://untappd.com/brewery/956,"United States",Longmont,CO,,,,32157587,11844,956
"Steelhead Extra Pale Ale","Mad River Brewing Company","Pale Ale - American",5.6,26,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-30 19:20:09",https://untappd.com/c/32160605,https://untappd.com/beer/23326,https://untappd.com/brewery/811,"United States","Blue Lake",CA,,,,32160605,23326,811
"Hopulent IPA","Epic Brewing Co. (Utah, Colorado)","IPA - Imperial / Double",8.8,62,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-05-30 20:01:07",https://untappd.com/c/32167536,https://untappd.com/beer/73512,https://untappd.com/brewery/7216,"United States",Denver,CO,,,,32167536,73512,7216
"Guinness Draught",Guinness,"Stout - Irish Dry",4.2,45,,"Dubliner Restaurant & Pub",Washington,D.C.,"United States",38.8971,-77.0094,2.5,"2013-06-05 11:18:02",https://untappd.com/c/32804596,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,32804596,4473,49
"Guinness Draught",Guinness,"Stout - Irish Dry",4.2,45,,"Dubliner Restaurant & Pub",Washington,D.C.,"United States",38.8971,-77.0094,2.5,"2013-06-05 11:45:38",https://untappd.com/c/32805114,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,32805114,4473,49
"Old Rasputin","North Coast Brewing Company","Stout - Russian Imperial",9,75,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-06 18:44:05",https://untappd.com/c/32913250,https://untappd.com/beer/30855,https://untappd.com/brewery/919,"United States","Fort Bragg",CA,,,,32913250,30855,919
"Rocket Dog Rye IPA","Laughing Dog Brewing","IPA - Rye",6.7,63,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-06-06 18:52:51",https://untappd.com/c/32914479,https://untappd.com/beer/22364,https://untappd.com/brewery/775,"United States",Ponderay,ID,,,,32914479,22364,775
"80-Acre Hoppy Wheat Beer","Boulevard Brewing Co.","Pale Wheat Ale - American",5.5,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-06 19:29:25",https://untappd.com/c/32920070,https://untappd.com/beer/33035,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,32920070,33035,1514
"Crystal Bitter Ale","No-Li Brewhouse","Extra Special / Strong Bitter",5.75,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-06-06 20:34:57",https://untappd.com/c/32932116,https://untappd.com/beer/34754,https://untappd.com/brewery/5128,"United States",Spokane,WA,,,,32932116,34754,5128
"Crystal Bitter Ale","No-Li Brewhouse","Extra Special / Strong Bitter",5.75,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-06-06 21:25:18",https://untappd.com/c/32942126,https://untappd.com/beer/34754,https://untappd.com/brewery/5128,"United States",Spokane,WA,,,,32942126,34754,5128
"Weihenstephaner Hefeweissbier","Bayerische Staatsbrauerei Weihenstephan",Hefeweizen,5.4,14,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-06 22:29:38",https://untappd.com/c/32954799,https://untappd.com/beer/8745,https://untappd.com/brewery/88,Germany,"85354 Freising",BY,,,,32954799,8745,88
"Weihenstephaner Hefeweissbier","Bayerische Staatsbrauerei Weihenstephan",Hefeweizen,5.4,14,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-06 23:03:39",https://untappd.com/c/32960539,https://untappd.com/beer/8745,https://untappd.com/brewery/88,Germany,"85354 Freising",BY,,,,32960539,8745,88
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-07 23:40:21",https://untappd.com/c/33091802,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,33091802,48698,2169
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-08 00:08:41",https://untappd.com/c/33096203,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,33096203,48698,2169
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-08 00:40:48",https://untappd.com/c/33100760,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,33100760,48698,2169
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-08 01:06:08",https://untappd.com/c/33103574,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,33103574,48698,2169
"Summer Session Ale","Evolution Craft Brewing Company","Pale Wheat Ale - American",4.6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-08 01:39:41",https://untappd.com/c/33106562,https://untappd.com/beer/48698,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,33106562,48698,2169
"Board Meeting","Port Brewing Company","Brown Ale - Imperial / Double",8.5,0,,,,,,,,3.5,"2013-06-09 14:07:36",https://untappd.com/c/33305514,https://untappd.com/beer/270586,https://untappd.com/brewery/1009,"United States","San Marcos",CA,,,,33305514,270586,1009
"Saint Augustine","Selkirk Abbey","Saison / Farmhouse Ale",6,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-06-13 18:12:33",https://untappd.com/c/33636119,https://untappd.com/beer/245192,https://untappd.com/brewery/31759,"United States","Post Falls",ID,,,,33636119,245192,31759
"Brown Bag Series #4 - Maple Maibock","Long Trail Brewing Company","Bock - Maibock / Heller (Helles) / Lentebock",6.5,34,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2.5,"2013-06-13 18:34:59",https://untappd.com/c/33638942,https://untappd.com/beer/371996,https://untappd.com/brewery/801,"United States","Bridgewater Corners",VT,,,,33638942,371996,801
"Cellar Door","Stillwater Artisanal","Saison / Farmhouse Ale",6.6,12,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-13 19:07:41",https://untappd.com/c/33643528,https://untappd.com/beer/7892,https://untappd.com/brewery/1203,"United States",Brooklyn,NY,,,,33643528,7892,1203
"Space Dust IPA","Elysian Brewing Company","IPA - American",8.2,62,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-13 19:34:01",https://untappd.com/c/33647308,https://untappd.com/beer/121023,https://untappd.com/brewery/7294,"United States",Seattle,WA,,,,33647308,121023,7294
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-13 21:10:58",https://untappd.com/c/33665270,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,33665270,36834,549
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-13 21:41:31",https://untappd.com/c/33671252,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,33671252,36834,549
