beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id
"Hopadillo IPA","Karbach Brewing Co","IPA - American",6.6,65,,"Old School Bar & Grill",Austin,TX,"United States",30.2671,-97.7393,3,"2016-05-28 13:21:12",https://untappd.com/c/316661667,https://untappd.com/beer/73130,https://untappd.com/brewery/14665,"United States",Houston,TX,,,,316661667,73130,14665
Pearl-Snap,"Austin Beerworks","Pilsner - German",5.3,45,,"Easy Tiger",Austin,TX,"United States",30.2658,-97.7358,3.25,"2016-05-28 14:31:45",https://untappd.com/c/316725854,https://untappd.com/beer/53249,https://untappd.com/brewery/11819,"United States",Austin,TX,,,,316725854,53249,11819
"Sympathy for the Lager","Karbach Brewing Co","Lager - Vienna",4.9,40,,"Easy Tiger",Austin,TX,"United States",30.2658,-97.7358,3.5,"2016-05-28 15:11:16",https://untappd.com/c/316765071,https://untappd.com/beer/69697,https://untappd.com/brewery/14665,"United States",Houston,TX,,,,316765071,69697,14665
"Oceans Between Us™ - Batch001 (Citra)","Great Raft Brewing","IPA - Belgian",7,0,,"SAVOR: An American Craft Beer & Food Experience",Washington,D.C.,"United States",38.8976,-77.017,3,"2016-06-04 19:36:19",https://untappd.com/c/319895577,https://untappd.com/beer/1267121,https://untappd.com/brewery/42968,"United States",Shreveport,LA,,,,319895577,1267121,42968
"Stingray IPA","Coronado Brewing Company","IPA - Imperial / Double",7.9,48,,"SAVOR: An American Craft Beer & Food Experience",Washington,D.C.,"United States",38.8976,-77.017,3.25,"2016-06-04 19:36:36",https://untappd.com/c/319896024,https://untappd.com/beer/1256468,https://untappd.com/brewery/404,"United States","San Diego",CA,,,,319896024,1256468,404
"Savant Blanc (2015)","Perennial Artisan Ales","American Wild Ale",8,0,,"SAVOR: An American Craft Beer & Food Experience",Washington,D.C.,"United States",38.8976,-77.017,3.5,"2016-06-04 19:45:24",https://untappd.com/c/319904703,https://untappd.com/beer/1439202,https://untappd.com/brewery/3533,"United States","St Louis",MO,,,,319904703,1439202,3533
"Bourbon Barrel Aged Expedition Stout","Bell's Brewery","Stout - Russian Imperial",13.2,0,,"SAVOR: An American Craft Beer & Food Experience",Washington,D.C.,"United States",38.8976,-77.017,4.75,"2016-06-04 20:20:30",https://untappd.com/c/319939928,https://untappd.com/beer/34269,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,319939928,34269,2507
"Smoking Mirror Porter","Quest Brewing Co.","Porter - American",5.5,30,,"SAVOR: An American Craft Beer & Food Experience",Washington,D.C.,"United States",38.8976,-77.017,3.25,"2016-06-04 21:28:22",https://untappd.com/c/320003410,https://untappd.com/beer/345123,https://untappd.com/brewery/38346,"United States",Greenville,SC,,,,320003410,345123,38346
"Snake Juice","Short's Brewing Company","IPA - American",7.7,64,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.25,"2016-07-16 19:39:09",https://untappd.com/c/336884252,https://untappd.com/beer/967062,https://untappd.com/brewery/1139,"United States",Bellaire,MI,,,,336884252,967062,1139
"Melt My Brain","Short's Brewing Company","Golden Ale",4,24,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2016-07-16 20:21:36",https://untappd.com/c/336924985,https://untappd.com/beer/1062185,https://untappd.com/brewery/1139,"United States",Bellaire,MI,,,,336924985,1062185,1139
"Brooklyn Brown Ale","Brooklyn Brewery","Brown Ale - American",5.6,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2016-07-16 20:54:03",https://untappd.com/c/336955121,https://untappd.com/beer/3557,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,336955121,3557,259
"Couch Surfer","Otter Creek Brewing","Stout - Oatmeal",5.4,32,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.75,"2016-07-16 21:17:00",https://untappd.com/c/336975886,https://untappd.com/beer/1145799,https://untappd.com/brewery/959,"United States",Middlebury,VT,,,,336975886,1145799,959
"Organic Chocolate Stout","Samuel Smith's Old Brewery","Stout - English",5,28,,"The Queen Vic",Washington,D.C.,"United States",38.9004,-76.9899,3.5,"2016-07-29 19:33:39",https://untappd.com/c/341898810,https://untappd.com/beer/219082,https://untappd.com/brewery/1099,England,Tadcaster,"North Yorkshire",,,,341898810,219082,1099
"80-Acre Hoppy Wheat Beer","Boulevard Brewing Co.","Pale Wheat Ale - American",5.5,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2016-08-12 20:38:46",https://untappd.com/c/347675069,https://untappd.com/beer/33035,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,347675069,33035,1514
"Slammin' Salmon Double IPA","Mad River Brewing Company","IPA - Imperial / Double",8.6,95,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-08-12 20:39:38",https://untappd.com/c/347676139,https://untappd.com/beer/18577,https://untappd.com/brewery/811,"United States","Blue Lake",CA,,,,347676139,18577,811
"Mosaic Promise","Founders Brewing Co.","Pale Ale - American",5.5,50,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-08-20 22:24:46",https://untappd.com/c/351208249,https://untappd.com/beer/421386,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,351208249,421386,549
"Raised By Wolves","Right Proper Brewing Company","Pale Ale - American",5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-08-20 22:42:51",https://untappd.com/c/351220065,https://untappd.com/beer/523732,https://untappd.com/brewery/95332,"United States",Washington,DC,,,,351220065,523732,95332
"Road Soda","Three Notch'd Brewing Company","Blonde Ale",4.9,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2016-09-02 20:26:29",https://untappd.com/c/355757361,https://untappd.com/beer/1614199,https://untappd.com/brewery/79438,"United States",Charlottesville,VA,,,,355757361,1614199,79438
"Hop Knife","Tröegs Independent Brewing","IPA - American",6.2,87,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2016-09-02 20:49:33",https://untappd.com/c/355776913,https://untappd.com/beer/551620,https://untappd.com/brewery/2583,"United States",Hershey,PA,,,,355776913,551620,2583
Xibalba,"Wicked Weed Brewing","Pumpkin / Yam Beer",8.2,50,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2016-10-06 18:50:29",https://untappd.com/c/368289223,https://untappd.com/beer/1234386,https://untappd.com/brewery/37851,"United States",Asheville,NC,,,,368289223,1234386,37851
"Breakfast Stout","Founders Brewing Co.","Stout - Oatmeal",8.3,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.5,"2016-10-06 19:45:01",https://untappd.com/c/368318587,https://untappd.com/beer/4589,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,368318587,4589,549
"Aces High","BadWolf Brewing Company","Pale Ale - American",5.7,38,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2016-10-06 20:23:37",https://untappd.com/c/368342787,https://untappd.com/beer/1295304,https://untappd.com/brewery/69041,"United States",Manassas,VA,,,,368342787,1295304,69041
Smithwick's,Guinness,"Red Ale - Irish",4.5,0,,"O'Sullivan's Irish Pub & Restaurant",Arlington,VA,"United States",38.886,-77.0971,2.75,"2016-10-16 14:17:29",https://untappd.com/c/372494866,https://untappd.com/beer/13388,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,,372494866,13388,49
"VanderGhinste oud Bruin","Brouwerij Omer Vander Ghinste","Sour - Flanders Oud Bruin",5.5,20,,"Granville Moore's",Washington,D.C.,"United States",38.9003,-76.989,3.5,"2016-10-27 19:19:21",https://untappd.com/c/376194937,https://untappd.com/beer/169434,https://untappd.com/brewery/5213,Belgium,Bellegem,West-Vlaanderen,,,,376194937,169434,5213
"Kasteel Tripel","Brouwerij Van Honsebrouck","Belgian Tripel",11,30,,"Granville Moore's",Washington,D.C.,"United States",38.9003,-76.989,3.25,"2016-10-27 20:05:25",https://untappd.com/c/376220048,https://untappd.com/beer/8782,https://untappd.com/brewery/303,Belgium,Ingelmunster,West-Vlaanderen,,,,376220048,8782,303
"Mc Chouffe","Brasserie d'Achouffe","Belgian Strong Dark Ale",8,20,,"Granville Moore's",Washington,D.C.,"United States",38.9003,-76.989,3.5,"2016-10-27 20:19:19",https://untappd.com/c/376227641,https://untappd.com/beer/52336,https://untappd.com/brewery/11866,Belgium,Achouffe,,,,,376227641,52336,11866
"Napoleon Complex","Wicked Weed Brewing","Pale Ale - American",5.2,47,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.75,"2016-11-03 18:49:43",https://untappd.com/c/378703107,https://untappd.com/beer/319414,https://untappd.com/brewery/37851,"United States",Asheville,NC,,,,378703107,319414,37851
"Easy Jack","Firestone Walker Brewing Company","IPA - Session / India Session Ale",4.5,47,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-11-03 19:13:33",https://untappd.com/c/378716005,https://untappd.com/beer/536627,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,378716005,536627,524
"TuberFest (2016)","Lagunitas Brewing Company",Märzen,7.5,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2016-11-03 19:39:46",https://untappd.com/c/378730396,https://untappd.com/beer/1673881,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,378730396,1673881,765
"Pompoen (2016)","Wicked Weed Brewing","Sour - Ale",9,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2016-11-03 20:10:15",https://untappd.com/c/378747735,https://untappd.com/beer/1724043,https://untappd.com/brewery/37851,"United States",Asheville,NC,,,,378747735,1724043,37851
"Christmas Ale","Great Lakes Brewing Company","Winter Ale",7.5,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-11-06 15:14:48",https://untappd.com/c/380200673,https://untappd.com/beer/7472,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,380200673,7472,3125
"Breakfast Stout","Founders Brewing Co.","Stout - Oatmeal",8.3,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.5,"2016-11-06 15:42:10",https://untappd.com/c/380216519,https://untappd.com/beer/4589,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,380216519,4589,549
"Or Xata","The Bruery","Blonde Ale",7.1,12,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2016-11-06 16:18:11",https://untappd.com/c/380236669,https://untappd.com/beer/388111,https://untappd.com/brewery/1246,"United States",Placentia,CA,,,,380236669,388111,1246
Rowdy,"Atlas Brew Works","Rye Beer",6.2,53,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-11-06 17:37:10",https://untappd.com/c/380280500,https://untappd.com/beer/349152,https://untappd.com/brewery/61874,"United States",Washington,DC,,,,380280500,349152,61874
"Boont Amber Ale","Anderson Valley Brewing Company","Red Ale - American Amber / Red",5.8,15,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-11-06 17:57:39",https://untappd.com/c/380291420,https://untappd.com/beer/4481,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,380291420,4481,3880
"Warsteiner Premium Dunkel",Warsteiner,"Lager - Munich Dunkel",4.8,28,,"The Midlands Beer Garden",Washington,D.C.,"United States",38.9319,-77.0235,3.25,"2016-11-17 19:39:46",https://untappd.com/c/383806476,https://untappd.com/beer/11936,https://untappd.com/brewery/1337,Germany,Warstein,,,,,383806476,11936,1337
"Red Line Ale","Hellbender Brewing","Red Ale - American Amber / Red",6,45,,"The Midlands Beer Garden",Washington,D.C.,"United States",38.9319,-77.0235,3,"2016-11-17 20:22:26",https://untappd.com/c/383830396,https://untappd.com/beer/894761,https://untappd.com/brewery/19263,"United States",Washington,DC,,,,383830396,894761,19263
"Drew Curtis / Wil Wheaton / Greg Koch Stone Farking Wheaton w00tstout (2016)","Stone Brewing","Stout - Imperial / Double",13,65,,"Rustico Ballston",Arlington,VA,"United States",38.88,-77.1085,3.5,"2016-11-19 19:08:12",https://untappd.com/c/384830467,https://untappd.com/beer/1641133,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,384830467,1641133,1204
Noir,"Ninkasi Brewing Company","Stout - Milk / Sweet",7.6,60,,"Rustico Ballston",Arlington,VA,"United States",38.88,-77.1085,3.5,"2016-11-19 20:02:04",https://untappd.com/c/384878195,https://untappd.com/beer/1208698,https://untappd.com/brewery/2840,"United States",Eugene,OR,,,,384878195,1208698,2840
"Virginia Black Bear","Lickinghole Creek Craft Brewery","Stout - Russian Imperial",9.3,78,,"Rustico Ballston",Arlington,VA,"United States",38.88,-77.1085,3.5,"2016-11-19 20:29:00",https://untappd.com/c/384901720,https://untappd.com/beer/593898,https://untappd.com/brewery/81854,"United States",Goochland,VA,,,,384901720,593898,81854
"Eureka (w/ Citra)","Tree House Brewing Company","Blonde Ale",4.1,0,,"Del Ray",Alexandria,VA,"United States",38.8237,-77.0577,3.75,"2016-12-09 14:18:40",https://untappd.com/c/391782580,https://untappd.com/beer/545798,https://untappd.com/brewery/20084,"United States",Charlton,MA,,,,391782580,545798,20084
Julius,"Tree House Brewing Company","IPA - American",6.8,72,,"Del Ray",Alexandria,VA,"United States",38.8237,-77.0577,3.5,"2016-12-09 14:30:14",https://untappd.com/c/391787927,https://untappd.com/beer/237985,https://untappd.com/brewery/20084,"United States",Charlton,MA,,,,391787927,237985,20084
"Alter Ego","Tree House Brewing Company","IPA - American",6.8,72,,"Del Ray",Alexandria,VA,"United States",38.8237,-77.0577,3.5,"2016-12-09 15:19:20",https://untappd.com/c/391812644,https://untappd.com/beer/1120384,https://untappd.com/brewery/20084,"United States",Charlton,MA,,,,391812644,1120384,20084
Sap,"Tree House Brewing Company","IPA - American",7.3,80,,"Del Ray",Alexandria,VA,"United States",38.8237,-77.0577,3.25,"2016-12-09 16:35:52",https://untappd.com/c/391855636,https://untappd.com/beer/282634,https://untappd.com/brewery/20084,"United States",Charlton,MA,,,,391855636,282634,20084
"Nice (2016) Holiday Milk Stout","Flying Dog Brewery","Stout - Milk / Sweet",7.2,20,,"Del Ray",Alexandria,VA,"United States",38.8237,-77.0577,3.25,"2016-12-09 16:37:28",https://untappd.com/c/391856591,https://untappd.com/beer/1661456,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,391856591,1661456,540
"Christmas Ale","Schlafly - The Saint Louis Brewery","Winter Ale",8,30,,"Del Ray",Alexandria,VA,"United States",38.8237,-77.0577,3.5,"2016-12-09 17:20:11",https://untappd.com/c/391881696,https://untappd.com/beer/9593,https://untappd.com/brewery/1092,"United States","Saint Louis",MO,,,,391881696,9593,1092
"Christmas Ale","Breckenridge Brewery","Winter Warmer",7.1,22,,"Del Ray",Alexandria,VA,"United States",38.8237,-77.0577,3,"2016-12-09 20:12:30",https://untappd.com/c/392007250,https://untappd.com/beer/8679,https://untappd.com/brewery/236,"United States",Littleton,CO,,,,392007250,8679,236
Sleigh'r,"Ninkasi Brewing Company","Winter Ale",7.2,60,,"Del Ray",Alexandria,VA,"United States",38.8237,-77.0577,3,"2016-12-09 20:15:12",https://untappd.com/c/392009410,https://untappd.com/beer/11779,https://untappd.com/brewery/2840,"United States",Eugene,OR,,,,392009410,11779,2840
"Shiner Holiday Cheer","Spoetzl Brewery",Dunkelweizen,5.4,22,,"Del Ray",Alexandria,VA,"United States",38.8237,-77.0577,2,"2016-12-09 21:39:18",https://untappd.com/c/392074971,https://untappd.com/beer/6905,https://untappd.com/brewery/1179,"United States",Shiner,TX,,,,392074971,6905,1179
"Breakfast Stout","Founders Brewing Co.","Stout - Oatmeal",8.3,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.5,"2016-12-18 15:02:46",https://untappd.com/c/395392124,https://untappd.com/beer/4589,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,395392124,4589,549
"The White Russian","Jailbreak Brewing Company","Cream Ale",5.5,13,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-12-18 15:07:31",https://untappd.com/c/395394905,https://untappd.com/beer/929568,https://untappd.com/brewery/62976,"United States",Laurel,MD,,,,395394905,929568,62976
"Wake Up Dead","Left Hand Brewing Company","Stout - Russian Imperial",10.2,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-12-22 18:36:56",https://untappd.com/c/396659023,https://untappd.com/beer/11179,https://untappd.com/brewery/779,"United States",Longmont,CO,,,,396659023,11179,779
"Tmavý Dark Lager","Lost Rhino Brewing Company","Lager - Dark",6.2,32,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2016-12-22 18:53:50",https://untappd.com/c/396669969,https://untappd.com/beer/556405,https://untappd.com/brewery/11259,"United States",Ashburn,VA,,,,396669969,556405,11259
Metatropics,"Wicked Weed Brewing","American Wild Ale",6.2,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2016-12-22 23:41:32",https://untappd.com/c/396841599,https://untappd.com/beer/1702337,https://untappd.com/brewery/37851,"United States",Asheville,NC,,,,396841599,1702337,37851
"Milk & Cookies","Wicked Weed Brewing","Stout - Imperial Milk / Sweet",8.5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.75,"2016-12-22 23:42:00",https://untappd.com/c/396841735,https://untappd.com/beer/535667,https://untappd.com/brewery/37851,"United States",Asheville,NC,,,,396841735,535667,37851
Peeper,"Maine Beer Company","Pale Ale - American",5.5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2016-12-28 21:51:47",https://untappd.com/c/399759190,https://untappd.com/beer/13088,https://untappd.com/brewery/2874,"United States",Freeport,ME,,,,399759190,13088,2874
"Absence of Light Peanut Butter Chocolate Milk Stout","4 Hands Brewing Co.","Stout - Milk / Sweet",7.1,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2016-12-28 21:52:18",https://untappd.com/c/399759458,https://untappd.com/beer/1246569,https://untappd.com/brewery/14417,"United States","St Louis",MO,,,,399759458,1246569,14417
"Lovely, Dark And Deep","Brewery Ommegang","Stout - Oatmeal",5.3,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2017-01-04 21:36:13",https://untappd.com/c/402758125,https://untappd.com/beer/1277202,https://untappd.com/brewery/249,"United States",Cooperstown,NY,,,,402758125,1277202,249
Emprosator,"Atlas Brew Works","Bock - Doppelbock",8.4,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.25,"2017-01-04 21:39:13",https://untappd.com/c/402759179,https://untappd.com/beer/1759365,https://untappd.com/brewery/61874,"United States",Washington,DC,,,,402759179,1759365,61874
"Medicine Show","Wolfe Street Brewing Co","Stout - Milk / Sweet",6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2017-01-11 20:53:20",https://untappd.com/c/404966784,https://untappd.com/beer/1581557,https://untappd.com/brewery/233481,"United States",Harrisonburg,VA,,,,404966784,1581557,233481
"Raised By Wolves","Right Proper Brewing Company","Pale Ale - American",5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2017-01-11 21:25:01",https://untappd.com/c/404979435,https://untappd.com/beer/523732,https://untappd.com/brewery/95332,"United States",Washington,DC,,,,404979435,523732,95332
